id,pType_id,amenities_id ,property_name ,property_slug,property_code,property_status,lowest_price,max_price,property_thumbnail,short_desc ,long_desc ,bedrooms,bathrooms ,garage ,foundation_size ,property_size,property_video ,address,city ,state ,postal_code ,neighborhood ,latitude,longitude,featured ,hot ,agent_id ,status 
157,ویلایی,,,200,,,0,,GOPR2254.JPG,,,3,,,,109,,"منتظری شمالی-12متری امید-بعد کوچه مهتاب-بن بست8 متری لاله شرقی-منزل روبه رو
پلاک135جنوبی",,,,,250000000,0,,,1,
158,زمین,,,0,,6دانگ,5500000000,,,,,,,,,200,,خیابان شهداغربی-کوی مردانی-روبه روی کوی پوریا-پلاک شرقی,,,,,0,0,,,1,
159,زمین,,,0,,6 دانگ,3294000000,,,,,,,,,200,,"بلوار ایزدی-کوی حجتی-بعدازتقاطع دهقان-بن بست شبنم13
پلاک آخر جنوبی",,,,,0,0,,,1,
160,زمین,,,0,,6دانگ,1755000000,,,,,,,,,365,,"بر بلوار جمهوری
جنب مصالح فروشی حقیقی
پلاک شمالی",,,,,0,0,,,1,
161,تجاری,,,0,,مشاع,1991170000,,,,,,,,,34,,"بر خیابان شریعتی
مقابل خیابان ریاضی
پلاک 127 شمالی",,,,,0,0,,,1,
162,ویلایی,,,240,,6دانگ,3800000000,,GOPR2268.JPG,,,3,,,,147,,خیابان فرخی-بعد از بلوار فجر-کوی دوستی-پلاک11جنوبی,,,,,0,0,,,1,
163,ویلایی,,,0,,6دانگ,3122000000,,photo_2022-12-03_18-08-58.jpg,,,,,,,120,,رضایی جنوبی-بعد از شهدا-کوچه پیمان-پلاک1جنوبی,,,,,0,0,,,1,
164,زمین,,,0,,مشاع,3700000000,,,,,,,,,206,,خیابان امام رضا-انتهای کوی بهار-فرعی آخر,,,,,0,0,,,1,
165,ویلایی,,,308,,مشاع,3710550000,,GOPR2293.JPG,,,4,,,,207,,"خیابان شیخ بهایی جنوبی-خیابان بزرگمهر-کوی مهدیه
بن بست اندیشه
درب روبرو شمالی",,,,,0,0,,,1,
166,ویلایی,,,128,,,2500000000,,GOPR2281.JPG,,,2,,,,139,,"خیابان شریعتی غربی
بلوار جمهوری
کوی بهارستان
کوی بوستان
پلاک جنوبی",,,,,0,0,,,1,
167,زمین,,,0,,6دانگ,4800000000,,,,,,,,,152,,"آخر خیابان مجاهد شمالی-کوچه باغ بالاتر از مدرسه جدید
پلاک جنوبی-کوچه 3 تا 6 متری",,,,,0,0,,,1,
168,ویلایی,,,0,,,4000000000,,photo_2022-12-05_10-10-10.jpg,,,4,,,,200,,خیابان 17 شهریور غربی-بلوار کشاورز-کوچه یاسین-نبش بن بست نوا,,,,,0,0,,,1,
169,ویلایی,,,280,,6 دانگ,3870000000,,GOPR2325.JPG,,,4,,,,221,,بلوار حجتی - کوی نرگس(قبل بوستان زندگی)-پلاک 23 شمالی,,,,,0,0,,,1,
170,تجاری,,,0,,مشاع,5580000000,,photo_2022-12-10_11-21-18.jpg,,,1,,,,70,,خیابان منتظری شمالی-پایین تر از بنگاه,,,,,0,0,,,1,
171,ویلایی,,,222,,مشاع,2989500000,,GOPR2341.JPG,,,4,,,,194,,"بلوار فجر-کوی فاطمیه-بن بست مهر
پلاک46شمالی",,,,,0,0,,,1,
172,زمین,,,0,,مشاع,2000000000,,,,,,,,,232,,فلکه بسیج-خیابان مجاور دانشگاه-کوچه ده متری شرقی,,,,,0,0,,,1,
173,زمین,,,0,,مشاع,1462000000,,,,,,,,,318,,فلکه بسیج-خیابان مجاور دانشگاه-کوچه ده متری شرقی,,,,,0,0,,,1,
181,ویلایی,,,156,,مشاع,2207000000,,GOPR2363.JPG,,,3,,,,128,,"بلوار بهارستان
کوی بهرامی-کوی کریمی-پلاک35جنوبی",,,,,0,0,,,1,
182,زمین,,,0,,مشاع,2000000000,,,,,,,,,722,, جلال آباد-جنب چاه منتظری-دو نبش,,,,,0,0,,,1,
183,تجاری,,,80,,مشاع,887000000,,,,,,,,,93,,صالح آباد-بر خیابان شریعتی-جنب پلاک96/1,,,,,0,0,,,1,
184,ویلایی,,,298,,6 دانگ,2100000000,,GOPR2380.JPG,,,4,,,,172,,"خیابان محمد رسول الله-بن بست شهید طالبی-پلاک 67 شمالی
کوچه 6 متری",,,,,0,0,,,1,
185,ویلایی,,,273,,مشاع,1400000000,,GOPR2396.JPG,,,2,,,,175,,بلوار اسرافیلیان-کوی امینی-کوچه شهید سعید صالحی-پلاک4جنوبی,,,,,0,0,,,1,
186,ویلایی,,,105,,مشاع,1000000000,,,,,2,,,,169,,"خیابان سعدی
کوی آشنا-پلاک42",,,,,0,0,,,1,
187,ویلایی,,,193,,مشاع,1850000000,,GOPR2409.JPG,,,4,,,,112,,"بلوار بهارستان-کوی فرهنگ-کوی کافی موسوی-کوی شبو
پلاک7شرقی",,,,,0,0,,,1,
188,ویلایی,,,110,,مشاع,643500000,,GOPR2449.JPG,,,2,,,,NULL,,آخر خیابان دانش-کوی ظفر-پلاک3 شمالی,,,,,0,0,,,1,
189,ویلایی,,,326,,مشاع,2600000000,,GOPR2434.JPG,,,3,,,,238,,خیابان 17 شهریور-کوچه حجتی-بن بست آذری,,,,,0,0,,,1,
190,ویلایی,,,250,,مشاع,2250000000,,GOPR2458.JPG,,,3,,,,156,," خیابان بزرگمهر-کوی مهدیه
کوی آذر-پلاک9جنوبی",,,,,0,0,,,1,
191,زمین,,,0,,مشاع,5800000000,,,,,,,,,195,,"خیابان بزرگمهر-کوی مهدیه
بن بست سلمانزاده
پلاک روبرو شمالی",,,,,0,0,,,1,
192,ویلایی,,,183,,مشاع,1270000000,,GOPR2475.JPG,,,2,,,,103,,خیابان 15 خردادشمالی-کوچه مهتاب-پلاک85شمالی,,,,,0,0,,,1,
193,ویلایی,,,140,,مشاع,790000000,,,,,3,,,,160,,خیابان مولوی مرکزی,,,,,0,0,,,1,
194,ویلایی,,,117,,6دانگ,4931850000,,GOPR2489.JPG,,,2,,,,149,,خیابان معرفت-بن بست صافی-پلاک74جنوبی,,,,,0,0,,,1,
195,ویلایی,,,200,,6دانگ,3585000000,,GOPR2500.JPG,,,3,,,,160,,بلوار جمهوری-کوچه کرمی-کوچه اول سمت چپ-پلاک جنوبی,,,,,0,0,,,1,
196,ویلایی,,,274,,6دانگ,1425000000,,GOPR2307.JPG,,,3,,,,155,,خیابان فرخی-کوی رز-پلاک26,,,,,0,0,,,1,
197,ویلایی,,,0,,مشاع,5328000000,,,,,,,,,200,,بلوار اسرافیلیان-کوچه امینی-سمت چپ-منزل دوم شمالی,,,,,0,0,,,1,
198,ویلایی,,,306,,مشاع,1000000000,,GOPR2537.JPG,,,3,,,,170,,خیابان فرخی-کوی پوررحیم-کوی خلیلیان-بن بست گلبرگ-پلاک 17شمالی,,,,,0,0,,,1,
199,زمین,,,0,,مشاع,2100000000,,,,,,,,,200,,بلوار فجر-روبروی کوچه مهر-(بر بلوار),,,,,0,0,,,1,
200,ویلایی,,,374,,مشاع,2267000000,,GOPR2554.JPG,,,3,,,,414,,"خیابان رجایی جنوبی
کوی بارفروش-کوی ایمان-نبش کوی بوستان-پلاک10",,,,,0,0,,,1,
201,ویلایی,,,275,,6دانگ,3300000000,,GOPR2566.JPG,,,4,,,,153,,"بلوار اسرافیلیان
کوی امینی-نبش کوی قربعلی-پلاک جنوبی شرقی",,,,,0,0,,,1,
202,باغ,,,100,,مشاع,2250000000,,GOPR2525.JPG,,,1,,,,600,,"صحرای جنت آباد(شرکت سابی)
خیابان کانال ذی کش(هشت بهشت)
بن بست اول-بعد از چاه صالحی",,,,,0,0,,,1,
203,زمین,,,0,,مشاع,1908380000,,,,,,,,,200,,فلکه بسیج-جنب فرش فروشی شیخ صفی,,,,,0,0,,,1,
204,زمین,,,0,,مشاع,595200000,,,,,,,,,172,, خیابان شریعتی غربی-کوی پروین اعتصامی-کوی خیام,,,,,0,0,,,1,
205,ویلایی,,,198,,6دانگ حجمی,2632000000,,GOPR2583.JPG,,,2,,,,117,, خیابان معرفت-بن بست توکلی-پلاک15  درب روبرو شمالی,,,,,0,0,,,1,
206,زمین,,,0,,مشاع,2131500000,,,,,,,,,40,,خیابان ریاضی,,,,,0,0,,,1,
207,زمین,,,0,,6دانگ,6162895000,,,,,,,,,92,,محمدرسول الله-کوچه کوثر-بن بست آرمان,,,,,0,0,,,1,
208,زمین,,,0,,مشاع,3296350000,,,,,,,,,195,,"محمدرسول الله
کوچه بهار-پشت مغازه",,,,,0,0,,,1,
209,زمین,,,0,,6دانگ,928080000,,,,,,,,,135,,"محمدرسول الله
روبرو چاه دوم
کوچه قادری
جنب آخرین منزل ",,,,,0,0,,,1,
210,زمین,,,0,,6 دانگ,2886000000,,,,,,,,,117,,ابتدای چهارباغ-خیابان کنار هنرستان-کوچه دوم بعد از کارواش-کوچه مسجد-کوچه رشیدی,,,,,0,0,,,1,
211,زمین,,,0,,6دانگ,4536000000,,,,,,,,,180,,خیابان قدس غربی-کوچه مهر,,,,,0,0,,,1,
212,زمین,,,0,,6دانگ,6612710000,,,,,,,,,143,,"بلوار حجتی-کوی غربی-بعد از خیابان
بوستان زندگی-کوی آخر جنوبی-پلاک جنوبی",,,,,0,0,,,1,
213,زمین,,,0,,6دانگ,1340000000,,,,,,,,,236,,خیابان رضایی شمالی-کوچه منوچهری-پلاک4جنوبی,,,,,0,0,,,1,
214,زمین,,,0,,قولنامه,2937875000,,,,,,,,,187,,بلوار مجاهدشمالی-روبروی جامی-پلاک اول شمالی-پشت مغازه های تجاری-روبروی زیتون شمال,,,,,0,0,,,1,
215,زمین,,,0,,مشاع,1554690000,,photo_۲۰۲۳-۰۸-۲۴_۱۱-۲۳-۰۶ (2).jpg,,,,,,,415,,بر خرم غربی-بعد از آخرین منازل-درب زرد رنگ,,,,,0,0,,,1,
216,زمین,,,0,,مشاع,1880000000,,,,,,,,,240,,شهرک سعیدفر-کوچه امام حسین-کوچه ایمان3,,,,,0,0,,,1,
217,زمین,,,0,,6دانگ,3578400000,,,,,,,,,143,,امیرآباد-خیابان شریعتی غربی-بعد از شهرداری امیرآباد-کوچه احسان-روبرو فضای سبز-فرعی اول سمت چپ,,,,,0,0,,,1,
218,ویلایی,,,292,,مشاع,2500000000,,GOPR2628.JPG,,,4,,,,161,,خیابان منتظری جنوبی-جنب کوچه نسترن(بر خیابان)پلاک64,,,,,0,0,,,1,
219,آپارتمان,,,150,,6دانگ,4032000000,,GOPR2614.JPG,,,3,,,,150,,بر خرم شرقی-مجتمع مسکونی هانا - طبقه سوم,,,,,0,0,,,1,
220,زمین,,,0,,6 دانگ,602500000,,,,,,,,,150,,ویلاشهر-انتهای باهنر-نبش جنوب غربی بهشتی,,,,,0,0,,,1,
221,زمین,,,0,,مشاع,2300000000,,,,,,,,,296,,"خیابان قدس شرقی
نبش کوی بشارت",,,,,0,0,,,1,
222,زمین,,,0,,مشاع,3300000000,,,,,,,,,40,,"خیابان 17 شهریور
50 متر مانده به مولوی",,,,,0,0,,,1,
223,زمین,,,0,,مشاع,3300000000,,,,,,,,,152,,بلوار فجر-جنب یاس مدینه- کوی شقایق,,,,,0,0,,,1,
224,ویلایی,,,118,,سایر,40000000000,,GOPR2678.JPG,,,2,,,,128,,"خیابان 15 خردادشمالی-بن بست سلیمانی
پلاک دوم جنوبی",,,,,0,0,,,1,
225,ویلایی,,,139,,مشاع,2645000000,,GOPR2655.JPG,,,3,,,,185,,خیابان شریعتی غربی-کوی اسماعیلی-کوی رشادت-پلاک27 شمالی,,,,,0,0,,,1,
226,ویلایی,,,127,,6 دانگ,2160000000,,GOPR2666.JPG,,,2,,,,87,,"خیابان محمدرسول الله-کوچه کوثر-نبش شمالی شرقی
بن بست آرمان پلاک2",,,,,0,0,,,1,
227,ویلایی,,,123,,,0,,GOPR2645.JPG,,,1,,,,114,,خیابان شهدا-خیابان آزادگان-کوی حاج صادقیان-پلاک14جنوبی,,,,,250000000,0,,,1,
228,زمین,,,0,,مشاع,5280000000,,,,,,,,,148,,بلوار طالقانی-کوی باغ بستان-پلاک شمالی,,,,,0,0,,,1,
229,آپارتمان,,,98,,,0,,,,,2,,,,NULL,,"بلوار منتظری شمالی
کوچه فرهنگ-کوچه طاها-کوچه پارسا
پلاک 11 جنوبی
طبقه دوم",,,,,200000000,0,,,1,
230,زمین,,,0,,,0,,,,,,,,,203,,فلکه بسیج-بن بست دهکده-پلاک دوم جنوبی-کنارچاه,,,,,100000000,3000000,,,1,
231,ویلایی,,,382,,مشاع,5675150000,,GOPR2691.JPG,,,5,,,,202,,"خیابان شریعتی شرقی-کوچه حیدری
کوچه آذری-پلاک5 جنوبی",,,,,0,0,,,1,
232,ویلایی,,,292,,مشاع,3742000000,,GOPR2712.JPG,,,3,,,,189,,خیابان 15 خرداد شمالی-کوی ایمان-پلاک 32 جنوبی,,,,,0,0,,,1,
233,آپارتمان,,,76,,6دانگ,2141000000,,GOPR2725.JPG,,,2,,,,NULL,,بلوار فجر-بعد از یاس مدینه-بلوک59جنوبی-طبقه سوم-واحد362,,,,,0,0,,,1,
234,زمین,,,0,,6دانگ,4800000000,,,,,,,,,330,,خیابان منتظری شمالی-کوی صاحب الزمان-بن بست روبرو پلاک18-درب روبرو شمالی,,,,,0,0,,,1,
235,ویلایی,,,425,,6 دانگ,3580000000,,,,,2,,,,348,,"خیابان  فردوسی شمالی-خیابان ایمان-کوی کبیرزاده
پلاک29جنوبی",,,,,0,0,,,1,
236,ویلایی,,,275,,6  دانگ,2500000000,,GOPR2738.JPG,,,4,,,,214,,خیابان  نمازی-نرسیده به مجاهد-بع از کوچه سنبل-منزل دوم-پلاک130جنوبی و شمالی-بن بست 8 متری,,,,,0,0,,,1,
237,تجاری,,,0,,6 دانگ,2036315000,,,,,,,,,38,,"بر خیابان شریعتی غربی-قبل از خیابان
کشاورز-پلاک 65/6جنوبی-زیر آپارتمان قائم",,,,,0,0,,,1,
238,باغ,,,188,,مشاع,916000000,,GOPR2749.JPG,,,2,,,,708,,"کمربندی فولادشهر
بن بست روبروی مجتمع شهید حجتی(جنب هنرستان پارسا)
پلاک جنوبی",,,,,0,0,,,1,
239,ویلایی,,,122,,مشاع,833300000,,GOPR2592.JPG,,,2,,,,111,,اول امیرآباد-خیابان شهید مفتح-کوچه شهید امینی-بن بست شهید حسن زاده-پلاک17جنوبی,,,,,0,0,,,1,
240,زمین,,,0,,مشاع,2114000000,,,,,,,,,189,,خیابان معرفت-کوچه خیری-انتهای بن بست-کوچه دومی-دست چپ,,,,,0,0,,,1,
241,زمین,,,0,,6دانگ,13105110000,,,,,,,,,497,,خیابان آبشار-نبش کوچه 50 - 4 متری موجود,,,,,0,0,,,1,
242,ویلایی,,,159,,6 دانگ,3100000000,,GOPR2775.JPG,,,2,,,,100,,"خیابان شریعتی غربی
کوچه محمد منتظری
بن بست اول شرقی
پلاک 12 شمالی",,,,,0,0,,,1,
243,ویلایی,,,0,,مشاع,1203750000,,,,,,,,,297,,خیابان رجایی شمالی-کوی ادیب-پلاک35 شمالی,,,,,0,0,,,1,
244,تجاری,,,0,,مشاع,12000000000,,,,,,,,,23,,"خیابان رجایی شمالی-کوی ادیب
پلاک35 شمالی",,,,,0,0,,,1,
245,ویلایی,,,120,,مشاع,6800000000,,,,,2,,,,130,,خیابان شریعتی - کوی نوریان- کوی شهامت-آخر بن بست,,,,,0,0,,,1,
246,ویلایی,,,0,,مشاع,1200000000,,,,,2,,,,148,,خیابان معرفت-کوچه گلستان-بن بست آرامش,,,,,0,0,,,1,
247,ویلایی,,,0,,قولنامه,1300000000,,,,,2,,,,150,,"بلوار اسرافیلیان-خیابان محمد رسول الله
بر کوچه ذبحی",,,,,0,0,,,1,
248,تجاری,,,1750,,6 دانگ,4556000000,,,,,,,,,6400,,"نرسیده به پلیس راه
خیابان 50 متری
پشت تالار آزادی
سنگبری الوند",,,,,0,0,,,1,
249,باغ,,,111,,مشاع,2300000000,,GOPR2791.JPG,,,1,,,,566,,بلوار خرمشهر     کوی کارون - پلاک شمالی,,,,,0,0,,,1,
250,زمین,,,0,,6 دانگ,4778640000,,,,,,,,,72,,"17 شهریور شرقی
ما بین فارابی و رسالت-روبروی زمین بزرگ-جنب مسجد 12 امام",,,,,0,0,,,1,
251,آپارتمان,,,136,,6 دانگ,1747850000,,photo_2022-12-31_16-27-12.jpg,,,2,,,,160,,سعیدفر - کوچه موحدی - کوچه یاسر - سمت چپ - پلاک115,,,,,0,0,,,1,
253,زمین,,,0,,,0,,,,,,,,,944,,"بر بلوار بیشه
 ",,,,,300000000,0,,,1,
254,ویلایی,,,120,,6 دانگ,3510000000,,photo_2023-01-01_12-54-47.jpg,,,2,,,,NULL,,چهارباغ - خیابان پاینده - کوچه مسجد,,,,,0,0,,,1,
255,ویلایی,,,230,,مشاع,5000000000,,GOPR2820.JPG,,,3,,,,NULL,,"خیابان دلگشا - کوی انتشاری - بن بست نادر - پلاک شمالی 
طبقه پایین",,,,,0,0,,,1,
256,باغ,,,44,,6 دانگ,2880000000,,GOPR2828.JPG,,,,,,,1947,,"فلکه دانشگاه - بعد از خط ویلاشهر - به طرف خمینی شهر
کوچه چهارم(قالیشویی)
باغ دوم شمالی",,,,,0,0,,,1,
257,باغ,,,136,,مشاع,4200000000,,GOPR2838.JPG,,,,,,,1500,,"جاده شرکت سابیر
خیابان شرقی-جنب 
سردخانه امیرآباد
پلاک شمالی جنوبی",,,,,0,0,,,1,
258,ویلایی,,,147,,6 دانگ,15234000000,,,,,3,,,,186,,بلوار اسرافیلیان-کوی روشن-نبش کوی صالحی-پلاک3 جنوبی شرقی,,,,,0,0,,,1,
259,ویلایی,,,370,,6 دانگ,9027000000,,GOPR2810.JPG,,,4,,,,256,,"خیابان معرفت 
کوچه شهید آیتی
پلاک5 ",,,,,0,0,,,1,
260,ویلایی,,,165,,,0,,GOPR3140.JPG,,,2,,,,194,,"خیابان شریعتی غربی
کوی کرمی-بن بست
گلها-پلاک جنوبی",,,,,100000000,3500000,,,1,
261,ویلایی,,,187,,6 دانگ,1300000000,,GOPR2881.JPG,,,3,,,,119,,"بلوار فجر - کوی بشارت - بن بست
بهار - پلاک 29 جنوبی",,,,,0,0,,,1,
262,ویلایی,,,197,,6 دانگ,2912050000,,GOPR2868.JPG,,,2,,,,109,,"خیابان فرخی-کوچه معین-بن بست لاله
پلاک47شمالی-کوچه 6 متری",,,,,0,0,,,1,
263,آپارتمان,,,84,,6 دانگ,3618000000,,,,,2,,,,NULL,,"فاز4مسکن مهر 
بلوک یاس-طبقه 3
واحد 11",,,,,0,0,,,1,
264,زمین,,,0,,مشاع,484500000,,,,,,,,,128,,"بلوار آیت الله ایزدی
کوی تقی جراح
کوی بهار 5",,,,,0,0,,,1,
265,زمین,,,0,,6 دانگ,8377000000,,,,,,,,,302,,بلوار فجر - خیابان فرخی شمالی(شهید قنبری ها) - کوی قبل از خرم شرقی,,,,,0,0,,,1,
266,ویلایی,,,755,,6 دانگ,1229000000,,GOPR2893.JPG,,,8,,,,314,,"خیابان منتظری شمالی-کوچه غدیر
پلاک شمالی-کوچه
6متری",,,,,0,0,,,1,
267,ویلایی,,,223,,6 دانگ,2702000000,,GOPR2990.JPG,,,3,,,,140,,"خیابان معرفت
بن بست سروش
پلاک 13 جنوبی",,,,,0,0,,,1,
268,زمین,,,0,,6 دانگ,2428000000,,,,,,,,,160,,"بلوار دانشگاه
فرعی شمال دهکده سلامت امید",,,,,0,0,,,1,
269,باغ,,,0,,مشاع,1763000000,,,,,,,,,2000,,"  کمربندی خمینی شهر-کوچه کنار 
باشگاه اسب سواری",,,,,0,0,,,1,
270,باغ,,,0,,,0,,,,,,,,,3500,,"فلکه ویلاشهر به طرف گلدشت
آزادی12 -  خیابان کنار کانال",,,,,100000000,6000000,,,1,
271,زمین,,,0,,,0,,,,,,,,,200,,"  آزادگان
فاز یک - نگین5",,,,,15000000,4000000,,,1,
272,باغ,,,0,,,0,,,,,,,,,450,,امیرآباد - جنب تالار ملک,,,,,50000000,5000000,,,1,
273,ویلایی,,,323,,,0,,GOPR3002.JPG,,,5,,,,216,,"خیابان رجایی جنوبی 
کوی ابوترابی
پلاک88 شمالی",,,,,200000000,2000000,,,1,
274,ویلایی,,,117,,6دانگ,4000000000,,GOPR3014.JPG,,,2,,,,184,,"خیابان امیرکبیر
کوچه حبیب اللهی
منزل اول غربی
پلاک44",,,,,0,0,,,1,
275,ویلایی,,,302,,6 دانگ,4200000000,,GOPR2942.JPG,,,3,,,,519,,"کوچه صفا
مقابل مسجد",,,,,0,0,,,1,
276,ویلایی,,,212,,6 دانگ,1500800000,,GOPR2960.JPG,,,2,,,,107,,"خیابان شهدا غربی
خیابان مردانی
کوچه خوشنام",,,,,0,0,,,1,
277,ویلایی,,,0,,مشاع,3546000000,,GOPR3026.JPG,,,3,,,,150,,"خیابان نمازی
خیابان محمدرسول الله
کوچه سوم
سمت چپ
سه خونه مانده به آخر(بن بست)",,,,,0,0,,,1,
278,آپارتمان,,,117,,مشاع,1600000000,,,,,2,,,,NULL,,"اصفهان-خیابان امام
خمینی-کوچه85
مادی فتوت",,,,,0,0,,,1,
279,ویلایی,,,280,,مشاع,800000000,,,,,2,,,,330,,"اصفهان-بهرام آباد
نرسیده به ملک شهر
خیابان امین",,,,,0,0,,,1,
280,آپارتمان,,,160,,مشاع,802400000,,,,,3,,,,NULL,,"اصفهان-شهرک پرتو
قبل از فلکه دانشگاه اصفهان-بعد از پالایشگاه",,,,,0,0,,,1,
281,ویلایی,,,306,,6 دانگ,9500000000,,GOPR3061.JPG,,,5,,,,153,,"خییابان منتظری شمالی-کوی اسماعیلی-کوی الهیه-بن بست اول غربی-پلاک12
درب روبرو جنوبی",,,,,0,0,,,1,
282,ویلایی,,,130,,مشاع,1610000000,,GOPR3054.JPG,,,2,,,,500,,بر خیابان 17 شهریور شرقی - بعد از کوی مریم ,,,,,0,0,,,1,
283,ویلایی,,,150,,قولنامه,1138000000,,GOPR3040.JPG,,,3,,,,431,,"خیابان قدس غربی
روبروی کوچه خانه مهرپرور",,,,,0,0,,,1,
284,ویلایی,,,120,,مشاع,783000000,,GOPR2933.JPG,,,2,,,,200,,"منتظری شمالی
ایثار غربی-کوی بختیاری-کوچه سالار-پلاک3",,,,,0,0,,,1,
285,آپارتمان,,,85,,مشاع,1097860000,,GOPR3079.JPG,,,2,,,,NULL,,خیابان دلگشا-جنب فارابی-مجتمع سپهر,,,,,0,0,,,1,
286,ویلایی,,,165,,قولنامه,2781000000,,GOPR3113.JPG,,,1,,,,159,,"بلوار اسرافیلیان
کوچه شهید صالحی
نبش بن بست 6 متری
پلاک جنوبی شرقی",,,,,0,0,,,1,
287,ویلایی,,,262,,مشاع,1323700000,,GOPR3095.JPG,,,3,,,,150,,"خیابان شریعتی شرقی-کوی پورمحمدی-کوی
ولیعصر-پلاک68
شمالی",,,,,0,0,,,1,
288,زمین,,,0,,مشاع,3752000000,,,,,,,,,337,,بلوار الغدیر-کوی تبسم5-بعد از پیچ,,,,,0,0,,,1,
289,تجاری,,,226,,,0,,,,,,,,,113,,بر خیابان شریعتی شرقی - قبل از کوی آبشار - پلاک شمالی,,,,,70000000,2000000,,,1,
290,ویلایی,,,93,,مشاع,2900000000,,,,,,,,,142,,"خیابان 17 شهریورغربی-قبل
از تقاطع 15 خرداد
بن بست جهانبخت
پلاک روبرو شمالی",,,,,0,0,,,1,
291,ویلایی,,,238,,6 دانگ,4096850000,,GOPR3155.JPG,,,3,,,,120,,"خیابان شریعتی غربی
کوی مکتب-بن بست نگار-پلاک 118 شمالی",,,,,0,0,,,1,
292,ویلایی,,,202,,6دانگ,4924000000,,GOPR3165.JPG,,,3,,,,116,,"خیابان منتظری شمالی-12متری امید
کوی الفت شرقی
پلاک14 شمالی",,,,,0,0,,,1,
293,زمین,,,0,,6 دانگ,6359990000,,,,,,,,,187,,"خیابان کشاورز
کوچه اردیبهشت",,,,,0,0,,,1,
294,آپارتمان,,,110,,,0,,photo_2023-01-11_19-55-46.jpg,,,2,,,,NULL,,منتظری شمالی  ساختمان گلها,,,,,210000000,2500000,,,1,
295,تجاری,,,40,,6 دانگ,3700000000,,,,,,,,,NULL,,"خیابان امام - بعد از
خیابان ریاضی
کوچه  خزائیلی
بن بست دکتر خردمند",,,,,0,0,,,1,
296,ویلایی,,,160,,6 دانگ,3045000000,,GOPR3177.JPG,,,3,,,,NULL,,بلوار فجر-خیابان لطفعلیان-بن بست پامچال,,,,,0,0,,,1,
297,ویلایی,,,120,,6دانگ,3730000000,,GOPR3249.JPG,,,3,,,,NULL,,"خیابان مکتب - کوچه
یاس-2 طبقه",,,,,0,0,,,1,
298,ویلایی,,,275,,مشاع,940000000,,GOPR3216.JPG,,,4,,,,188,,"خیابان خرم غربی
کوچه شهید بختیاری
کوچه سالار
پلاک38",,,,,0,0,,,1,
299,ویلایی,,,217,,مشاع,1100000000,,GOPR3231.JPG,,,3,,,,156,,"خیابان آیت جنوبی
کوی روشناییان
بن بست شریفی
پلاک 72 غربی",,,,,0,0,,,1,
300,آپارتمان,,,103,,مشاع,2485836500,,photo_2023-01-15_16-47-56.jpg,,,2,,,,NULL,,"خیابان نمازی
آپارتمان پلاک 140
جنوبی-طبقه دو",,,,,0,0,,,1,
301,زمین,,,0,,مشاع,2191000000,,,,,,,,,197,,"میرداماد - موچه کنار پاساژ پردیس(احمدی)
به طرف فرمانداری",,,,,0,0,,,1,
302,زمین,,,0,,6دانگ,3250000000,,,,,,,,,151,,"انتهای 17 شهریورغربی-خیابان قاهری-پلاک7شمالی
داخل(غلاف)",,,,,0,0,,,1,
303,زمین,,,0,,مشاع,695500000,,,,,,,,,150,,"آخر خیابان مجاهد شمالی - کوچه کنار
مدرسه",,,,,0,0,,,1,
304,زمین,,,0,,مشاع,3530267000,,,,,,,,,118,,"شهرک سعیدفر
خیابان امام رضا",,,,,0,0,,,1,
305,ویلایی,,,490,,مشاع,665700000,,photo_2023-01-16_17-48-51.jpg,,,5,,,,320,,خیابان شریعتی شرقی-کوچه حاج بابایی,,,,,0,0,,,1,
306,زمین,,,0,,مشاع,887765000,,,,,,,,,280,,بلوار ایزدی - کوی غنچه - بن بست سرو-پلاک41 شمالی,,,,,0,0,,,1,
307,زمین,,,0,,مشاع,6367000000,,,,,,,,,969,,"کمربندی جنوبی
کوی کوثر-بعد از خیابان صحرامحمدآباد
کوی موزی-پلاک شمالی",,,,,0,0,,,1,
308,زمین,,,0,,6دانگ,2963500000,,,,,,,,,195,,"بلوار ولیعصر-کوی گلها-کوی هشت بهشت-کوی نیلوفر
آخر کوچه-بن بست8متری-پلاک دوم جنوبی",,,,,0,0,,,1,
309,زمین,,,0,,6 دانگ,3792000000,,,,,,,,,693,,"خیابان شرکت سابیر
خیابان کانال خاکی
چاه صالحی
کوچه8متری-پلاک
شمالی",,,,,0,0,,,1,
310,زمین,,,0,,مشاع,1319500000,,,,,,,,,1771,," جاده فولادشهر
خیابان خط لوله گاز
بعد از ایستگاه گاز
پلاک شمالی",,,,,0,0,,,1,
311,زمین,,,0,,مشاع,1125000000,,,,,,,,,189,,"بلوار فجر - کوی گلستان-کوی شهرزاد-بعد از پیچ
زمین جنوبی",,,,,0,0,,,1,
312,زمین,,,0,,قولنامه,8059150000,,,,,,,,,560,,"خیابان کلوپ سمندری-کوچه باغ عبدالله-پلاک جنوبی
عرض مقابل 13متر",,,,,0,0,,,1,
313,تجاری,,,55,,مشاع,2743103000,,GOPR3293.JPG,,,,,,,NULL,,خیابان شهدا-کوچه خواجه نصیر طوسی,,,,,0,0,,,1,
314,زمین,,,0,,6دانگ,3889670000,,,,,,,,,241,,"خیابان رضایی شمالی
کوچه منوچهری
پلاک پنجم جنوبی",,,,,0,0,,,1,
