_MelkID,_MalekID,Masahat,TabagheCNT,MelkType,Mahdude,Address,Baygani,Tedad_KOL_Tabaghat,Tabaghe_darVahed,tedadkhab,MablaghForush,VaziatBana,Jahat,nama,KafPush,ServisKichen,Parking,VorudiMostaghrl,Tozihat
236,203203,214,NULL,ویلایی,خیابان نمازی,خیابان  نمازی-نرسیده به مجاهد-بع از کوچه سنبل-منزل دوم-پلاک130جنوبی و شمالی-بن بست 8 متری,,2,,4,6٫61E+09,بتونی,شمالی جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/6/30)  قیمت و مساحت مجموع منزل و یک باب مغازه جنب منزل  فروش نقدی با تخفیف  معاوضه با همکف یا 1/5 طبقه  فروش و معاوضه منزل و مغازه با هم است  تانک آب فلزی  فیلم و عکس فقط از طبقه اول است
237,204204,38,NULL,تجاری,خیابان شریعتی غربی,بر خیابان شریعتی غربی-قبل از خیابان  کشاورز-پلاک 65/6جنوبی-زیر آپارتمان قائم,,,,,1٫34E+09,بتونی,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/9/27)  ابعاد 75*3 به 13*10  شماره تماس از سجاد هاشمی  قیمت با احتساب زیر بنا بدون طبقه فوقانی
238,205205,708,NULL,باغ,جاده فولادشهر,کمربندی فولادشهر  بن بست روبروی مجتمع شهید حجتی(جنب هنرستان پارسا)  پلاک جنوبی,درست,,,2,2٫94E+09,بتونی,جنوبی,,سرامیک,MDF,,1,با کاغذ قیمت(بهزاد سلیمانی-1401/9/27)  120 اصله درخت  استخر سرباز و سرپوشیده  با تسویه شهرداری  سرویس بهداشتی مستر  1 ساعت آب  دو عدد تانک 3 و 10 هزار لیتر  فروش نقدی با تخفیف ویژه  معاوضه با منزل تا 1900
239,206206,111,NULL,ویلایی,امیرآباد,اول امیرآباد-خیابان شهید مفتح-کوچه شهید امینی-بن بست شهید حسن زاده-پلاک17جنوبی,,,,2,1٫55E+09,بتونی,جنوبی,اجر زبره,موزاییک,فلز,1,1,با کاغذ قیمت(1401/9/21 ابراهیم پورنمازیان)  با تسویه شهرداری  بدون فونداسیون  معاوضه با منزل در امیرآباد زیر 2 میلیارد  کولر-پمپ-پرده  کوچه 6 متری
240,207207,189,NULL,زمین,خیابان معرفت,خیابان معرفت-کوچه خیری-انتهای بن بست-کوچه دومی-دست چپ,,,,,1٫88E+09,3300000000,شمالی,,,,,,بدون کاغذ قیمت  معاوضه با منزل همکف یا مغازه سوئیتی
241,208208,497,NULL,زمین,آبشار,خیابان آبشار-نبش کوچه 50 - 4 متری موجود,,,,,3٫58E+09,40000000000,جنوب غربی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/2/31)  
242,209209,100,NULL,ویلایی,خیابان شریعتی غربی,خیابان شریعتی غربی  کوچه محمد منتظری  بن بست اول شرقی  پلاک 12 شمالی,,2,,2,2٫50E+09,بتونی,شمالی,اجرنما,موزاییک,MDF,,1,با کاغذ قیمت(بهزاد سلیمانی-1401/9/29)  با تسویه شهرداری  هود-کمد دیواری-پرده  نرده و کولرگازی  معاوضه با منزل همکف در محدوده مجاهد و 15 خرداد
243,210210,297,NULL,ویلایی,خیابان رجایی شمالی,خیابان رجایی شمالی-کوی ادیب-پلاک35 شمالی,درست,,,,4٫03E+09,کلنگی,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/7/20)  بدون عکس و فیلم  هواری  با دو واحد تجاری  1 متر عقب نشینی  معاوضه با منزل نوساز شمالی  170 متر
244,211211,23,NULL,تجاری,خیابان رجایی شمالی,خیابان رجایی شمالی-کوی ادیب  پلاک35 شمالی,,,,,6٫03E+08,آهن,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/7/20)  دو واحد تجاری  10 و 13 متر مربع  فقط فروش
245,212212,130,NULL,ویلایی,خیابان شریعتی شرقی,خیابان شریعتی - کوی نوریان- کوی شهامت-آخر بن بست,,,,2,2٫30E+09,بتونی,شمالی,اجرنما,موزاییک,,1,1,بدون عکس و فیلم و کاغذ قیمت  یک خواب همکف  یک خواب سر پله  معاوضه با زمین تا یک میلیارد و دویست  بن بست اختصاصی 6 متری
246,213213,148,NULL,ویلایی,معرفت,خیابان معرفت-کوچه گلستان-بن بست آرامش,درست,,,2,3٫30E+09,بتونی,جنوبی,سنگ,سرامیک,MDF,,1,بدون فیلم و عکس و کاغذ قیمت  نوساز
247,214214,150,NULL,ویلایی,محمدرسول الله,بلوار اسرافیلیان-خیابان محمد رسول الله  بر کوچه ذبحی,,,,2,3٫30E+09,,جنوبی,سنگ,سرامیک,MDF,,1,بدون عکس و فیلم و کاغذ قیمت
248,215215,6400,NULL,تجاری,پلیس راه,نرسیده به پلیس راه  خیابان 50 متری  پشت تالار آزادی  سنگبری الوند,,,,,4٫00E+10,,دو نبش,,,,,,بدون کاغذ قیمت و عکس  برق صنعتی-پروانه بهره برداری-صادرات سنگ - تالار  قله بر 2 عدد - ساب 2 عدد  کله بر 2 عدد - دستگاه بتونه 4 کله یک عدد  فرز 7 متری یک عدد - چاه 50 متری  5 عدد مغازه حدود 200 متر  استخر - دوربین - پروانه کسب  تا تیر 1402 کرایه است
249,216216,566,NULL,باغ,بلوار خرمشهر,بلوار خرمشهر     کوی کارون - پلاک شمالی,,,,1,2٫65E+09,1000000000,شمالی,سنگ,موزاییک,MDF,,1,با کاغذ قیمت(مهدی خانیان - 1401/9/30)  آب چاه ده دقیقه - دوربین - دزدگیر- کولرگازی - آیفون تصویری- استخر - حمام مستر  کمد دیواری - اشجار - موتورخانه و ابیاری قطره ای  داربست و تاب  درب برقی  معاوضه با منزل مسکونی با قیمت بالاتر یا زمین
250,217217,72,NULL,زمین,خیابان 17 شهریور شرقی,17 شهریور شرقی  ما بین فارابی و رسالت-روبروی زمین بزرگ-جنب مسجد 12 امام,,,,,2٫16E+09,2100000000,جنوبی,,,,,,بدون کاغذ قیمت  تفکیکی دو مغازه  ماده 5 پرداخت شده
251,218218,160,NULL,آپارتمان,سعیدفر,سعیدفر - کوچه موحدی - کوچه یاسر - سمت چپ - پلاک115,درست,,,2,,نوساز,جنوبی,سنگ,سرامیک,MDF,,,ورودی مشترک - همکف - کمد دیواری - کناف - کاغذ دیواری  نوساز و شیک 
253,220220,120,2,ویلایی,خیابان آیت الله منتظری شمالی,منتظری شمالی  کوچه حاج اسماعیلی  پلاک77 جنوبی,درست,,,2,5٫28E+09,2250000000,شمالی,,,,,,بدون کاغذ قیمت  آب و برق پا زمین
254,221221,NULL,NULL,ویلایی,چهارباغ,چهارباغ - خیابان پاینده - کوچه مسجد,,,,2,,1908380000,جنوبی,,,,,,رهن کامل و تبدیل 150 به 1 میلیون  رفیق میثم  شیک و تمیز  ورودی مشترک  طبقه دوم  پارکینگ موتور
255,222222,NULL,NULL,ویلایی,خیابان دلگشا,خیابان دلگشا - کوی انتشاری - بن بست نادر - پلاک شمالی   طبقه پایین,درست,,,3,,2937875000,شمالی,اجرنما,موزاییک,فلز,,1,سالن بزرگ - طبقه پایین(پله کم)  بخاری - پارکینگ موتور
256,223223,1947,NULL,باغ,ویلاشهر,فلکه دانشگاه - بعد از خط ویلاشهر - به طرف خمینی شهر  کوچه چهارم(قالیشویی)  باغ دوم شمالی,,,,,5٫68E+09,4032000000,شمالی,اجرنما,,فلز,,1,با کاغذ قیمت(مشاور املاک دلگشا)  تانک آب - اشجار - 30 دقیقه آب چاه - برق فرعی
257,224224,1500,NULL,باغ,شرکت سابیر,جاده شرکت سابیر  خیابان شرقی-جنب   سردخانه امیرآباد  پلاک شمالی جنوبی,,,,,3٫74E+09,5675150000,شمالی جنوبی,کاهگلی,موزاییک,فلز,,1,با کاغذ قیمت(مهدی خانیان - 1401/8/1)  دو درب ورودی-76 دقیقه آب چاه - 76 دقیقه آب کانال  با لوله آب تا استخر  استخر-اشجار-ساخت  دو عدد باربیکیو - دارای داربست گلخانه - تانک و پمپ
258,225225,186,NULL,ویلایی,بلوار اسرافیلیان,بلوار اسرافیلیان-کوی روشن-نبش کوی صالحی-پلاک3 جنوبی شرقی,,,,3,2٫14E+09,3742000000,جنوبی شرقی,اجرنما,موزاییک,,1,1,با کاغذ قیمت(مهدی خانیان-1401/5/10)  با تسویه شهرداری  بدون عکس و فیلم  کولر  هواری
259,226226,256,NULL,ویلایی,خیابان معرفت,خیابان معرفت   کوچه شهید آیتی  پلاک5 ,,2,,4,4٫80E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,,,بدون کاغذ قیمت  معاوضه با همکف  گچبری و نقاشی  دو خواب بالا  دو خواب پایین  
260,227227,194,NULL,ویلایی,خیابان شریعتی غربی,خیابان شریعتی غربی  کوی کرمی-بن بست  گلها-پلاک جنوبی,,,,2,3٫58E+09,اسکلت,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/10/3)  با تسویه حساب شهرداری
261,228228,119,NULL,ویلایی,بلوار فجر,بلوار فجر - کوی بشارت - بن بست  بهار - پلاک 29 جنوبی,,2,,3,2٫50E+09,3580000000,جنوبی,اجرنما,موزاییک,MDF,,1,با کاغذ قیمت(مهدی خانیان-1401/10/1)  با تسویه شهرداری  پرده و موکت  تانک و پمپ  شماره تماس از آقای صالحی پسر خانم رحیمی
262,229229,109,NULL,ویلایی,فرخی,خیابان فرخی-کوچه معین-بن بست لاله  پلاک47شمالی-کوچه 6 متری,,2,,2,2٫04E+09,2500000000,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/2/11)  1/5 طبقه  کولر-تانک و پمپ-موکت-پرده  معاوضه با همکف  
263,230230,NULL,NULL,آپارتمان,مسکن مهر,فاز4مسکن مهر   بلوک یاس-طبقه 3  واحد 11,,,,2,9٫16E+08,2036315000,,اجرنما,سرامیک,MDF,1,,با کاغذ قیمت(املاک بهنام-1401/3/21)  پایان کار  تسویه حساب شهرداری  بدون فیلم و عکس
264,231231,128,NULL,زمین,بلوار ایزدی,بلوار آیت الله ایزدی  کوی تقی جراح  کوی بهار 5,,,,,8٫33E+08,916000000,شمالی جنوبی,,,,,,با کاغذ قیمت(مهندس خانی - 1401/10/3)  کوچه 8 متری
265,232232,302,NULL,زمین,بلوار فجر,بلوار فجر - خیابان فرخی شمالی(شهید قنبری ها) - کوی قبل از خرم شرقی,,,,,2٫11E+09,2114000000,شمالی جنوبی,,,,,,با کاغذ قیمت(مهندس خانی - 1401/10/3)  معاوضه با منزل رضایی مرکزی و همکف  و زمین شمالی در شمال شهر
266,233233,314,NULL,ویلایی,خیابان آیت الله منتظری شمالی,خیابان منتظری شمالی-کوچه غدیر  پلاک شمالی-کوچه  6متری,,3,,8,1٫31E+10,بتونی,شمالی,سنگ,سرامیک,های گلاس,1,1,با کاغذ قیمت(ابراهیم پورنمازیان - 1401/4/26)  دو خواب پایین  دو خواب همکف  و دو واحد طبقه بالا هر واحد دو خواب  کولر - موکت - پرده
267,234234,140,NULL,ویلایی,خیابان معرفت,خیابان معرفت  بن بست سروش  پلاک 13 جنوبی,درست,2,,3,3٫10E+09,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان - 1401/9/19)  با تسویه شهرداری  معاوضه با زمین قابل ساخت یا هواری  بدون عکس و فیلم
268,235235,160,NULL,زمین,بلوار دانشگاه,بلوار دانشگاه  فرعی شمال دهکده سلامت امید,,,,,1٫20E+09,12000000000,شمالی,,,,,,با کاغذ قیمت(مهندس خانی - 1401/8/3)  قیمت پیشنهادی یک میلیارد و سیصد میلیون  کوچه 8 متری  فقط فروش
269,236236,2000,NULL,باغ,خمینی شهر,  کمربندی خمینی شهر-کوچه کنار   باشگاه اسب سواری,,,,,1٫20E+10,1200000000,,,,,1,1,بدون کاغذ قیمت و عکس و فیلم  راه اسفالت  زمین والیبال  آب کشاورزی  قابل معاوضه با نصف قیمت با ملک در نجف آباد  
270,237237,3500,NULL,باغ,ویلاشهر,فلکه ویلاشهر به طرف گلدشت  آزادی12 -  خیابان کنار کانال,,,,,6٫80E+09,1300000000,,,,,,,بدون کاغذ قیمت و فیلم و عکس  آب کانال 2/45 دقیقه و آب چاه 1/45 دقیقه  آب انبار 100 متر  استخر مسقف  معاوضه با ملک در نجف آباد
271,238238,200,NULL,زمین,آزادگان,  آزادگان  فاز یک - نگین5,درست,,,,1٫20E+09,4556000000,,,,,,,بدون کاغذ قیمت   با پروانه ساخت  قابل معاوضه با ملک در نجف آباد
272,239239,120,NULL,زمین,,پشت پارک لاله، کوی شقایق، بعد از پلاک زمینها,,,,,1٫30E+09,2300000000,شمالی,,,,,,بدون کاغذ قیمت  بدون ساخت و درخت  برق فرعی  ده دقیقه آب
273,240240,216,NULL,ویلایی,خیابان رجایی جنوبی,خیابان رجایی جنوبی   کوی ابوترابی  پلاک88 شمالی,,2,,5,4٫56E+09,نیمه اسکلت,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(1401/10/10 - مهدی خانیان)  با تسویه شهرداری  تانک و پمپ  3 خواب پایین  2 خواب بالا
274,241241,184,NULL,ویلایی,امیرکبیر,خیابان امیرکبیر  کوچه حبیب اللهی  منزل اول غربی  پلاک44,,,,2,2٫30E+09,آهن,غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان -1400/7/28)  فروش نقدی یا معاوضه با آهن آجر 3 خواب  پرده - کولر - موکت
275,242242,519,NULL,ویلایی,خیابان 17 شهریور شرقی,کوچه صفا  مقابل مسجد,,,,3,4٫78E+09,,شمالی,کاهگلی,موزاییک,فلز,1,1,کاغذ قیمت(1400/6/19 - ابوالقاسم خانی)  هواری  فقط فروش نقد
276,243243,107,NULL,ویلایی,شهدا غربی,خیابان شهدا غربی  خیابان مردانی  کوچه خوشنام,,2,,2,1٫75E+09,3618000000,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(املاک برج - مصطفی یحیی - 1400/11/10)  ابراهیم پورنمازیان(1401/11/1-2070432000 تومان)  با تسویه حساب شهرداری  فروش یا معاوضه با همکف در همین محدوده  کولر
277,244244,150,NULL,ویلایی,اسرافیلیان,خیابان نمازی  خیابان محمدرسول الله  کوچه سوم  سمت چپ  سه خونه مانده به آخر(بن بست),,,,3,,8377000000,,اجرنما,سرامیک,MDF,,,رهن کامل  بدون تبدیل  پارکینگ موتور  ورودی مشترک  
278,245245,NULL,2,آپارتمان,اصفهان,اصفهان-خیابان امام  خمینی-کوچه85  مادی فتوت,,,,2,3٫51E+09,1229000000,شمالی جنوبی,,,,1,,بدون کاغذ قیمت و عکس فیلم  سند 30 اردیبهشت سال 1402  آماده می شود  تحویل بهمن 1401  قابل معاوضه با ملک در نجف آباد
279,246246,330,NULL,ویلایی,اصفهان,اصفهان-بهرام آباد  نرسیده به ملک شهر  خیابان امین,,,,2,5٫00E+09,آهن,شمالی جنوبی,,,,1,1,بدون کاغذ قیمت و عکس و فیلم  50 متر تجاری  پروانه 3 طبقه  قابل معاوضه با ملک در نجف آباد
280,247247,NULL,6,آپارتمان,اصفهان,اصفهان-شهرک پرتو  قبل از فلکه دانشگاه اصفهان-بعد از پالایشگاه,,,,3,2٫88E+09,نوساز,,,,,1,,بدون کاغذ قیمت و فیلم و عکس  تحویل شب عید  سند خرداد 1402 آماده می شود  قابل معاوضه با ملک در نجف آباد
281,248248,153,NULL,ویلایی,خیابان آیت الله منتظری شمالی,خییابان منتظری شمالی-کوی اسماعیلی-کوی الهیه-بن بست اول غربی-پلاک12  درب روبرو جنوبی,,2,,5,4٫20E+09,بتونی,جنوبی,اجر زبره,پارکت,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/9)  با تسویه شهرداری  فروش نقدی یا معاوضه با آجر آهن یا همکف در حد 2200
282,249249,500,NULL,ویلایی,خیابان 17 شهریور شرقی,بر خیابان 17 شهریور شرقی - بعد از کوی مریم ,,,,2,1٫52E+10,کلنگی,جنوبی,کاهگلی,موزاییک,فلز,,1,بدون کاغذ قیمت  هواری  مناسب برای آپارتمان سازی و تجاری
283,250250,431,NULL,ویلایی,خیابان قدس غربی,خیابان قدس غربی  روبروی کوچه خانه مهرپرور,,,,3,9٫03E+09,آهن,جنوبی,اجرنما,موزاییک,فلز,,1,دفتر ساختمانی قدس(کریمخانی-1402/1/29)  هواری  فروش نقدی با تخفیف  غیرقابل معاوضه
284,251251,200,2,ویلایی,خیابان آیت الله منتظری شمالی,منتظری شمالی  ایثار غربی-کوی بختیاری-کوچه سالار-پلاک3,درست,,,2,,4200000000,شمالی,اجرنما,موزاییک,فلز,1,1,
285,252252,NULL,6,آپارتمان,دلگشا,خیابان دلگشا-جنب فارابی-مجتمع سپهر,درست,,,2,1٫30E+09,بتونی,جنوبی,اجرنما,سرامیک,MDF,1,,باکاغذ قیمت(مهندس خانی- 1401/4/8)  با کولر - رادیاتور و پکیج  حمام مستر - کاغذ دیواری
286,253253,159,NULL,ویلایی,بلوار اسرافیلیان,بلوار اسرافیلیان  کوچه شهید صالحی  نبش بن بست 6 متری  پلاک جنوبی شرقی,,,,1,2٫91E+09,بتونی,جنوب شرقی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان - 1401/4/21)  تسویه شهرداری  کولر - زیرزمین(انباری)  فروش فقط نقدی
287,254254,150,NULL,ویلایی,خیابان شریعتی شرقی,خیابان شریعتی شرقی-کوی پورمحمدی-کوی  ولیعصر-پلاک68  شمالی,,2,,3,3٫62E+09,نیمه اسکلت,شمالی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/8/26)  با تسویه شهرداری  بالا دو خواب  پایین یک خواب  فروش و معاوضه با زمین قابل ساخت و خوش جا تا یک و پانصد
288,255255,337,NULL,زمین,بلوار الغدیر,بلوار الغدیر-کوی تبسم5-بعد از پیچ,درست,,,,4٫85E+08,,شمالی,,,,,,با کاغذ قیمت(مهندس کریمخانی-1401/9/1)  کاغذ به نام ملاقاسمی  15 دقیقه آب چاه  فقط فروش
289,256256,113,NULL,تجاری,خیابان شریعتی شرقی,بر خیابان شریعتی شرقی - قبل از کوی آبشار - پلاک شمالی,,,,,8٫38E+09,1600000000,شمالی,,,,,1,با کاغذ قیمت(مهدی خانیان - 1401/10/11)  بدون فیلم و عکس  با پروانه انباری و دفترکار  همکف تجاری  معاوضه با خانه تا 4 میلیارد یا زمین برای ساخت
290,257257,142,NULL,ویلایی,خیابان 17 شهریور غربی,خیابان 17 شهریورغربی-قبل  از تقاطع 15 خرداد  بن بست جهانبخت  پلاک روبرو شمالی,,,,,1٫23E+09,کلنگی,شمالی,خشت و گل,موزاییک,فلز,,,با کاغذ قیمت(مهدی خانیان)  با تسویه شهرداری  هواری
291,258258,120,NULL,ویلایی,خیابان شریعتی غربی,خیابان شریعتی غربی  کوی مکتب-بن بست نگار-پلاک 118 شمالی,,2,,3,2٫70E+09,بتونی,شمالی,اجرنما,موزاییک,سنگ و فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/3)  با تسویه شهرداری  تانک و پمپ  فقط فروش نقدی
292,259259,116,NULL,ویلایی,خیابان آیت الله منتظری شمالی,خیابان منتظری شمالی-12متری امید  کوی الفت شرقی  پلاک14 شمالی,,2,,3,2٫43E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/10/20)  با تسویه شهرداری   فقط فروش نقدی
293,260260,187,NULL,زمین,خیابان شریعتی غربی,خیابان کشاورز  کوچه اردیبهشت,,,,,1٫76E+09,1610000000,جنوبی,,,,,,بدون کاغذ قیمت
294,261261,NULL,5,آپارتمان,خیابان آیت الله منتظری شمالی,منتظری شمالی  ساختمان گلها,درست,,,2,,نوساز,,اجرنما,سرامیک,MDF,1,,دو خواب - کمد دیواری  پارکینگ ماشین  حمام و دستشویی مجزا  شیک و نوساز
295,262262,NULL,NULL,تجاری,خیابان امام خمینی غربی,خیابان امام - بعد از  خیابان ریاضی  کوچه  خزائیلی  بن بست دکتر خردمند,,,,,,783000000,,,,,,1,دو طبقه و هر طبقه هرماه 2 میلیون  مناسب برای انباری
296,263263,NULL,NULL,ویلایی,بلوار فجر,بلوار فجر-خیابان لطفعلیان-بن بست پامچال,,,,3,,2781000000,جنوبی,اجرنما,سرامیک,فلز,1,,طبقه اول - پارکینگ ماشین  شیک و تمیز - ورودی مشترک  پرده - کولر - آیفون تصویری  کمد دیواری در یک اتاق
297,264264,NULL,NULL,ویلایی,خیابان شریعتی غربی,خیابان مکتب - کوچه  یاس-2 طبقه,درست,2,,3,,3752000000,جنوبی,اجرنما,سرامیک,فلز,1,1,پایین یک خواب  بالا دو خواب  زیرزمین  شیک و تمیز  اجاره دربست
298,265265,188,NULL,ویلایی,خیابان آیت الله منتظری شمالی,خیابان خرم غربی  کوچه شهید بختیاری  کوچه سالار  پلاک38,,2,,4,4٫00E+09,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,بدون کاغذ قیمت  دو خواب پایین   دو خواب بالا  پکیج و رادیات  گچبری و نقاشی  فروش نقدی با تخفیف  معاوضه با زمین قابل ساخت یا آهن آجر در محدوده شمال شهر
299,266266,156,NULL,ویلایی,خیابان آیت ( مجاهد ) جنوبی,خیابان آیت جنوبی  کوی روشناییان  بن بست شریفی  پلاک 72 غربی,,2,,3,4٫20E+09,اسکلت,غربی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(1401/8/24مهدی خانیان)  با تسویه شهرداری  دو خواب بالا  یک خواب پایین  دزدگیر و دوربین  شیک نوساز  فروش نقدی  معاوضه با مورد هواری
300,267267,NULL,2,آپارتمان,خیابان 15 خرداد شمالی,خیابان نمازی  آپارتمان پلاک 140  جنوبی-طبقه دو,,,,2,1٫50E+09,بتونی,جنوبی,اجرنما,سرامیک,MDF,1,,با کاغذ قیمت( مهدی خانیان-1401/10/20)
301,268268,197,NULL,زمین,میرداماد,میرداماد - موچه کنار پاساژ پردیس(احمدی)  به طرف فرمانداری,درست,,,,3٫55E+09,2485836500,شمالی جنوبی,,,,,,بدون کاغذ قیمت  فروش نقد  با پروانه 3 طبقه
302,269269,151,NULL,زمین,خیابان 17 شهریور غربی,انتهای 17 شهریورغربی-خیابان قاهری-پلاک7شمالی  داخل(غلاف),,,,,1٫60E+09,2191000000,شمالی,,,,,,بدون کاغذ قیمت  فروش نقدی
303,270270,150,NULL,زمین,خیابان مجاهد شمالی,آخر خیابان مجاهد شمالی - کوچه کنار  مدرسه,,,,,8٫00E+08,3250000000,جنوبی,,,,,,بدون کاغذ قیمت  رفیق شهاب ابراهیمی
304,271271,118,NULL,زمین,شهرک سعیدفر,شهرک سعیدفر  خیابان امام رضا,,,,,8٫02E+08,695500000,جنوبی,,,,,,بدون کاغذ قیمت  متری 6800
305,272272,320,NULL,ویلایی,خیابان شریعتی شرقی,خیابان شریعتی شرقی-کوچه حاج بابایی,,2,,5,9٫50E+09,3530267000,شمالی جنوبی شرقی,اجرنما,پارکت,MDF,1,1,بدون کاغذ قیمت    دارای دو پذیرایی رسمی و خصوصی ، انباری ، کف پوش پارکت - دارای کولر گازی ، پکیج ، شوفاژ ، آیفون تصویری - بر کوچه 10 متری و ۸متری  
306,273273,280,NULL,زمین,بلوار ایزدی,بلوار ایزدی - کوی غنچه - بن بست سرو-پلاک41 شمالی,,,,,1٫61E+09,665700000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/4/11)  دو پلاک به ابعاد 20*7  اختصاصی با درب
307,274274,969,NULL,زمین,کمربندی جنوبی,کمربندی جنوبی  کوی کوثر-بعد از خیابان صحرامحمدآباد  کوی موزی-پلاک شمالی,,,,,1٫14E+09,887765000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/3/17)  15دقیقه آب لوله کشی  دیوارکشی و آب چاه  معاوضه با آپارتمان یا فروش نقد
308,275275,195,NULL,زمین,بلوار ولیعصر,بلوار ولیعصر-کوی گلها-کوی هشت بهشت-کوی نیلوفر  آخر کوچه-بن بست8متری-پلاک دوم جنوبی,,,,,7٫83E+08,6367000000,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/3/22)  بن بست 8 متری واختصاصی  
309,276276,693,NULL,زمین,جاده جوزدان,خیابان شرکت سابیر  خیابان کانال خاکی  چاه صالحی  کوچه8متری-پلاک  شمالی,درست,,,,1٫10E+09,2963500000,شمالی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/8/22)  حیاط و دورچینی و درخت کاری  ده دقیقه آب چاه  شماره تماس از آقای مرادی(دوست آقای سالدورگر)
310,276,,,,,,,,,,,,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/8/22)  دو پلاک زمین-پلاک اول 832 متر و پلاک دوم-939 متر  20 دقیقه ساعت آب چاه  مناسب باری کارگاه سازی  شماره تماس از آقای مرادی(دوست آقای سالدورگر)
311,277277,189,NULL,زمین,بلوار فجر,بلوار فجر - کوی گلستان-کوی شهرزاد-بعد از پیچ  زمین جنوبی,,,,,1٫32E+09,1319500000,جنوبی,,,,,,با کاغذ قیمت(مرتضی خانیان-1401/3/16)  فروش نقد یا معاوضه با منزل
312,278278,560,NULL,زمین,خیابان 15 خرداد شمالی,خیابان کلوپ سمندری-کوچه باغ عبدالله-پلاک جنوبی  عرض مقابل 13متر,,,,,3٫75E+09,1125000000,جنوبی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1400/6/25)  فروش با قیمت کارشناسی به روز  آقای یزدانی(داماد خانواده-09136552985)
313,279279,NULL,NULL,تجاری,خیابان شهدا,خیابان شهدا-کوچه خواجه نصیر طوسی,,,,,,بتونی,غربی,,,,,,امتیازات کامل  سرویس بهداشتی  شیک و نوساز
314,280280,241,NULL,زمین,خیابان رجایی شمالی,خیابان رضایی شمالی  کوچه منوچهری  پلاک پنجم جنوبی,,,,,2٫90E+09,2743103000,جنوبی,,,,,,بدون کاغذ قیمت  با پروانه یک طبقه  معاوضه با منزل تا 4200  بهزاد سلیمانی قیمت کرده
315,281281,173,NULL,ویلایی,نمازی,بر خیابان نمازی غربی-پلاک148  جنوبی-مابین خیابان 15 خرداد و مجاهد,,2,,3,4٫10E+09,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1401/8/16)  تسویه شهرداری-کمد دیواری  تانک و پمپ  دو خواب بالا  یک خواب پایین  معاوضه با منزل در ویلاشهر یا بلوار ولی عصر  یک میلیارد سر بگیرند
316,282282,198,NULL,ویلایی,خیابان آیت الله منتظری شمالی,خیابان منتظری شمالی - کوی اسماعیلی-پلاک146  شمالی,,2,,4,4٫92E+09,بتونی,شمالی,اجرنما,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/10/28)  با تسویه شهرداری  تانک و پمپ و 2 کولرگازی  معاوضه با منزل نوساز  دو خواب پایین  دو خواب بالا
317,283283,37,NULL,تجاری,خیابان 17 شهریور غربی,17 شهریور غربی  بعد از میرداماد  روبروی کوچه ارشاد  پلاک 125 شمالی,,,,,6٫36E+09,2783750000,شمالی,اجرنما,موزاییک,,,1,با کاغذ قیمت(مهدی پورنمازیان-1401/3/28)  کولر-درب کرکره و سکوریت  معاوضه با منزل تا 4 میلیارد  بدون عکس و فیلم
318,284284,NULL,NULL,ویلایی,بلوار فجر,خیابان بشارت  بن بست سروش  پلاک 77 شمالی,درست,,,3,,2818600000,شمالی,,,,,,طبقه اول - ورودی مشترک  پارکینگ موتور
